"customer_id","age","gender","item_purchased","category","purchase_amount","purchase_date","location","size","color","season","review_rating","subscription_status","shipping_type","discount_applied","promo_code_used","previous_purchases","payment_method","frequency_of_purchases","age_group","purchase_frequency_days"
"8445","37","Male","Smartphone","Electronics","122093","2025-11-25 17:50:13","Jaipur","Unknown","Gray","Summer","3.7","No","Standard","Yes","No","12","PayPal","Monthly","Adult","30"
"8446","23","Female","Jacket","Clothing","7304","2025-03-07 12:32:50","Hyderabad","M","Black","Summer","3.4","No","Next Day Air","Yes","No","14","Google Pay","Monthly","Young Adult","30"
"8447","67","Female","Headphones","Electronics","34445","2024-03-01 05:37:15","Delhi","Unknown","Blue","Spring","4.8","Yes","Standard","Yes","No","9","PayPal","Quarterly","Senior","90"
"8448","32","Female","Laptop","Electronics","67147","2024-09-04 20:25:40","Delhi","Unknown","Brown","Fall","4.6","Yes","Express","No","No","7","Credit Card","Bi-Weekly","Adult","14"
"8449","18","Female","Smartphone","Electronics","83249","2025-10-08 11:20:47","Hyderabad","Unknown","Blue","Spring","3.7","Yes","Standard","No","No","6","Debit Card","Quarterly","Young Adult","90"
"8450","43","Female","Headphones","Electronics","79016","2024-07-25 23:45:43","Mumbai","Unknown","Green","Fall","4.8","Yes","Standard","Yes","No","7","Apple Pay","Monthly","Adult","30"
"8451","46","Female","Headphones","Electronics","109394","2025-08-19 05:19:26","Pune","Unknown","Red","Winter","4.2","No","Next Day Air","No","Yes","14","Debit Card","Monthly","Middle-aged","30"
"8452","19","Female","Jeans","Clothing","10790","2024-08-13 06:55:52","Pune","M","Green","Spring","3.8","No","Express","No","Yes","9","Credit Card","Quarterly","Young Adult","90"
"8453","39","Female","Jacket","Clothing","12118","2025-04-24 04:57:19","Chennai","M","White","Summer","4.3","No","Next Day Air","Yes","No","12","Debit Card","Bi-Weekly","Adult","14"
"8454","46","Female","Jacket","Clothing","9794","2025-06-29 17:12:43","Jaipur","M","White","Summer","4.3","No","Express","Yes","Yes","11","Credit Card","Weekly","Middle-aged","7"
"8455","26","Female","Jeans","Clothing","1826","2024-06-06 08:23:59","Delhi","S","Red","Summer","3.1","No","Standard","Yes","No","12","Credit Card","Bi-Weekly","Young Adult","14"
"8456","58","Female","Backpack","Accessories","15189","2025-02-18 13:11:10","Pune","Unknown","Red","Summer","5","No","Standard","Yes","Yes","11","Google Pay","Monthly","Senior","30"
"8457","38","Male","Smartphone","Electronics","114208","2025-10-11 11:57:44","Bengaluru","Unknown","Blue","Spring","3.6","No","Standard","Yes","No","6","PayPal","Monthly","Adult","30"
"8458","49","Male","Sneakers","Footwear","13778","2025-03-28 09:32:40","Hyderabad","Unknown","Green","Summer","5","Yes","Next Day Air","No","Yes","7","Cash","Bi-Weekly","Middle-aged","14"
"8459","49","Male","Backpack","Accessories","21497","2024-07-06 01:55:27","Jaipur","Unknown","Gray","Fall","5","No","Next Day Air","Yes","Yes","15","Debit Card","Weekly","Middle-aged","7"
"8460","64","Female","Headphones","Electronics","38595","2024-05-08 20:49:01","Bengaluru","Unknown","White","Fall","3.6","Yes","Standard","No","No","12","Credit Card","Monthly","Senior","30"
"8461","61","Female","Smartphone","Electronics","71297","2025-03-31 02:15:11","Pune","Unknown","White","Spring","4","No","Express","No","No","10","Cash","Weekly","Senior","7"
"8463","43","Female","Laptop","Electronics","79846","2024-06-03 08:55:07","Mumbai","Unknown","Red","Winter","4.2","No","Express","No","No","11","Credit Card","Bi-Weekly","Adult","14"
"8464","65","Female","Smartphone","Electronics","48306","2024-10-20 15:35:34","Kolkata","Unknown","Gray","Fall","3.2","Yes","Express","No","No","8","Credit Card","Quarterly","Senior","90"
"8465","30","Male","Headphones","Electronics","107900","2025-10-06 14:25:46","Bengaluru","Unknown","Gray","Spring","3.4","No","Standard","No","No","7","Credit Card","Monthly","Young Adult","30"
"8466","20","Male","Watch","Accessories","9213","2024-08-01 02:41:30","Jaipur","Unknown","Brown","Spring","4.9","No","Free Shipping","No","No","6","Credit Card","Monthly","Young Adult","30"
"8467","49","Male","Boots","Footwear","4482","2025-08-22 21:31:14","Kolkata","Unknown","Brown","Summer","3.7","No","Free Shipping","Yes","Yes","18","PayPal","Weekly","Middle-aged","7"
"8468","50","Male","Sneakers","Footwear","5395","2024-05-07 03:43:37","Delhi","Unknown","Green","Summer","3.7","No","Standard","No","No","12","Google Pay","Monthly","Middle-aged","30"
"8469","50","Female","Jacket","Clothing","7636","2025-11-15 23:51:37","Chennai","L","Gray","Fall","3.9","No","Standard","No","No","5","Credit Card","Bi-Weekly","Middle-aged","14"
"8470","59","Female","Headphones","Electronics","35690","2025-02-15 17:39:47","Mumbai","Unknown","Gray","Fall","4.9","No","Standard","No","Yes","8","Credit Card","Quarterly","Senior","90"
"8471","59","Male","Laptop","Electronics","91715","2025-01-12 12:36:50","Pune","Unknown","Blue","Winter","4.4","No","Standard","Yes","No","11","Credit Card","Annually","Senior","365"
"8472","30","Female","Headphones","Electronics","90885","2025-07-04 00:57:58","Hyderabad","Unknown","White","Winter","4","No","Standard","Yes","No","14","PayPal","Weekly","Young Adult","7"
"8473","60","Female","Backpack","Accessories","17098","2024-06-30 17:35:51","Pune","Unknown","Red","Winter","4.4","No","Standard","Yes","Yes","14","Cash","Quarterly","Senior","90"
"8474","23","Male","Backpack","Accessories","17347","2024-01-25 04:34:07","Bengaluru","Unknown","Black","Summer","4.2","No","Free Shipping","Yes","No","6","Debit Card","Monthly","Young Adult","30"
"8475","21","Female","Backpack","Accessories","22078","2025-09-08 19:22:28","Hyderabad","Unknown","Red","Summer","3.9","Yes","Standard","Yes","No","16","Debit Card","Bi-Weekly","Young Adult","14"
"8476","55","Female","Jacket","Clothing","5229","2024-11-26 02:45:19","Hyderabad","L","Brown","Spring","3.8","No","Standard","Yes","No","10","Debit Card","Bi-Weekly","Middle-aged","14"
"8477","23","Female","Jacket","Clothing","9047","2025-07-04 16:12:16","Hyderabad","XL","Black","Fall","4.4","No","Standard","Yes","Yes","16","Debit Card","Quarterly","Young Adult","90"
"8478","68","Female","Boots","Footwear","15272","2025-11-26 15:22:33","Pune","Unknown","White","Spring","5","Yes","Next Day Air","Yes","No","8","Debit Card","Monthly","Senior","30"
"8479","20","Female","Headphones","Electronics","110390","2025-06-06 09:33:40","Delhi","Unknown","White","Fall","3.6","No","Express","No","No","11","Credit Card","Monthly","Young Adult","30"
"8480","44","Male","Jeans","Clothing","10873","2025-04-02 06:51:46","Delhi","L","White","Fall","3.7","No","Standard","No","No","7","Apple Pay","Bi-Weekly","Middle-aged","14"
"8481","57","Male","Watch","Accessories","13197","2024-11-29 16:03:47","Chennai","Unknown","Gray","Winter","4.2","Yes","Standard","Yes","No","11","Credit Card","Quarterly","Middle-aged","90"
"8482","37","Male","Smartphone","Electronics","84743","2025-04-21 03:31:16","Pune","Unknown","Black","Fall","3.5","No","Standard","No","No","7","Credit Card","Weekly","Adult","7"
"8483","35","Male","Boots","Footwear","6723","2024-10-19 18:51:39","Mumbai","Unknown","White","Winter","4.1","No","Express","Yes","No","10","Google Pay","Monthly","Adult","30"
"8484","37","Female","Jacket","Clothing","2407","2024-07-31 12:01:48","Hyderabad","XL","Black","Summer","3","Yes","Next Day Air","No","No","7","Google Pay","Bi-Weekly","Adult","14"
"8485","47","Male","Laptop","Electronics","85988","2024-09-19 11:53:04","Jaipur","Unknown","Gray","Spring","3.8","No","Standard","No","Yes","14","Debit Card","Monthly","Middle-aged","30"
"8486","27","Male","Backpack","Accessories","7055","2025-09-26 23:18:45","Mumbai","Unknown","Black","Spring","2.3","No","Express","No","Yes","9","Credit Card","Bi-Weekly","Young Adult","14"
"8487","69","Male","Backpack","Accessories","21248","2024-03-15 16:16:24","Hyderabad","Unknown","Black","Summer","4","No","Standard","No","No","10","Debit Card","Monthly","Senior","30"
"8488","40","Female","Smartphone","Electronics","114623","2024-07-17 16:53:06","Hyderabad","Unknown","Red","Fall","3.8","No","Standard","No","No","11","PayPal","Monthly","Adult","30"
"8489","64","Male","T-Shirt","Clothing","11786","2025-04-08 02:44:14","Chennai","S","Red","Fall","4.1","Yes","Express","Yes","No","11","Credit Card","Weekly","Senior","7"
"8490","20","Female","Jacket","Clothing","2075","2025-09-04 06:24:39","Pune","M","Red","Spring","4.4","Yes","Standard","No","No","11","Credit Card","Monthly","Young Adult","30"
"8491","69","Female","T-Shirt","Clothing","11205","2025-12-20 10:31:53","Kolkata","L","White","Summer","4.1","Yes","Standard","No","No","11","Cash","Bi-Weekly","Senior","14"
"8492","67","Female","Jeans","Clothing","6972","2025-03-23 03:55:53","Kolkata","M","White","Summer","3.1","No","Next Day Air","Yes","No","7","Credit Card","Monthly","Senior","30"
"8493","26","Female","Jeans","Clothing","2905","2024-07-15 13:44:32","Pune","M","Red","Fall","5","No","Standard","No","No","12","Credit Card","Monthly","Young Adult","30"
"8494","66","Male","Watch","Accessories","1826","2025-12-09 11:50:45","Kolkata","Unknown","Gray","Winter","4.3","No","Express","No","No","10","Debit Card","Quarterly","Senior","90"
"8495","36","Female","Sneakers","Footwear","10375","2025-02-03 14:11:08","Pune","Unknown","Brown","Spring","3.4","No","Standard","No","No","7","Credit Card","Weekly","Adult","7"
"8496","53","Male","T-Shirt","Clothing","11205","2025-05-20 02:58:13","Jaipur","L","Black","Spring","4.3","No","Standard","No","No","9","Credit Card","Monthly","Middle-aged","30"
"8497","57","Male","Laptop","Electronics","39342","2024-11-23 03:00:39","Pune","Unknown","Green","Spring","3.8","No","Next Day Air","Yes","Yes","13","Debit Card","Bi-Weekly","Middle-aged","14"
"8498","44","Female","Jacket","Clothing","11288","2024-02-21 01:31:29","Pune","S","Red","Winter","4.1","No","Express","No","No","13","Credit Card","Monthly","Middle-aged","30"
"8499","59","Female","Laptop","Electronics","78518","2024-04-06 19:53:47","Jaipur","Unknown","Red","Winter","3.6","Yes","Standard","Yes","Yes","8","Credit Card","Quarterly","Senior","90"
"8500","45","Male","Watch","Accessories","17928","2024-08-01 10:09:06","Chennai","Unknown","Gray","Winter","4.2","Yes","Standard","No","No","14","Cash","Monthly","Middle-aged","30"
"8501","60","Female","Jeans","Clothing","2988","2025-04-08 17:21:01","Hyderabad","XL","Brown","Summer","3.1","No","Standard","No","No","11","Credit Card","Quarterly","Senior","90"
"8502","68","Female","T-Shirt","Clothing","8134","2025-02-11 14:10:35","Bengaluru","L","Black","Fall","5","No","Free Shipping","No","Yes","4","Credit Card","Monthly","Senior","30"
"8503","25","Male","Smartphone","Electronics","80095","2024-06-12 17:25:21","Jaipur","Unknown","Brown","Summer","4","No","Standard","No","No","8","Credit Card","Monthly","Young Adult","30"
"8504","59","Female","Sneakers","Footwear","7221","2024-05-16 00:15:32","Delhi","Unknown","Black","Fall","4.7","No","Express","Yes","Yes","11","Debit Card","Bi-Weekly","Senior","14"
"8505","65","Male","Backpack","Accessories","9047","2025-09-29 21:22:55","Pune","Unknown","Red","Fall","5","No","Free Shipping","Yes","Yes","8","Credit Card","Monthly","Senior","30"
"8506","25","Female","Watch","Accessories","6972","2024-05-09 20:02:52","Bengaluru","Unknown","Blue","Spring","3.7","No","Standard","Yes","No","12","Credit Card","Annually","Young Adult","365"
"8507","35","Male","T-Shirt","Clothing","7636","2024-06-20 18:34:57","Kolkata","XL","Brown","Fall","3.3","Yes","Express","Yes","No","11","Credit Card","Quarterly","Adult","90"
"8508","38","Female","Smartphone","Electronics","74700","2025-07-08 00:45:20","Pune","Unknown","Blue","Winter","3.3","No","Next Day Air","No","Yes","7","Debit Card","Monthly","Adult","30"
"8509","63","Female","Jacket","Clothing","11371","2025-12-21 22:15:08","Hyderabad","XL","White","Fall","4.9","Yes","Free Shipping","No","No","13","Credit Card","Bi-Weekly","Senior","14"
"8510","30","Male","Watch","Accessories","23157","2024-04-03 15:46:40","Chennai","Unknown","Black","Winter","4.1","No","Standard","Yes","No","8","Debit Card","Bi-Weekly","Young Adult","14"
"8511","44","Female","Backpack","Accessories","20086","2024-12-27 20:47:17","Kolkata","Unknown","Brown","Fall","3.1","No","Free Shipping","No","No","11","Credit Card","Monthly","Middle-aged","30"
"8512","64","Female","Boots","Footwear","9296","2025-05-02 06:33:15","Jaipur","Unknown","Green","Spring","3.7","Yes","Express","Yes","No","9","Google Pay","Quarterly","Senior","90"
"8513","57","Male","Jeans","Clothing","4731","2025-10-02 14:00:02","Jaipur","S","Brown","Fall","4.1","Yes","Standard","Yes","Yes","9","Credit Card","Weekly","Middle-aged","7"
"8514","33","Male","Laptop","Electronics","96612","2025-01-27 03:23:39","Chennai","Unknown","Green","Fall","4.1","No","Standard","No","Yes","15","Google Pay","Bi-Weekly","Adult","14"
"8515","57","Male","Boots","Footwear","3818","2025-09-19 11:19:47","Mumbai","Unknown","Red","Fall","4","No","Standard","No","Yes","10","Credit Card","Bi-Weekly","Middle-aged","14"
"8516","26","Male","T-Shirt","Clothing","4565","2025-09-02 05:55:41","Pune","M","Brown","Spring","4.5","No","Standard","Yes","Yes","9","Credit Card","Weekly","Young Adult","7"
"8517","44","Male","T-Shirt","Clothing","3735","2025-08-31 05:35:04","Hyderabad","XL","White","Spring","5","No","Next Day Air","No","No","9","PayPal","Bi-Weekly","Middle-aged","14"
"8518","34","Female","Laptop","Electronics","61918","2025-11-18 04:33:09","Hyderabad","Unknown","Green","Spring","5","No","Standard","Yes","Yes","12","Debit Card","Monthly","Adult","30"
"8519","20","Female","Jeans","Clothing","2490","2024-10-22 18:50:05","Bengaluru","M","Brown","Summer","4.1","Yes","Express","Yes","Yes","11","Apple Pay","Monthly","Young Adult","30"
"8520","21","Female","Watch","Accessories","21663","2024-01-22 04:19:10","Chennai","Unknown","Red","Fall","4.8","Yes","Standard","No","Yes","11","Credit Card","Bi-Weekly","Young Adult","14"
"8521","57","Female","Boots","Footwear","12948","2025-04-22 07:56:45","Jaipur","Unknown","Red","Winter","4.9","No","Standard","Yes","No","5","Debit Card","Monthly","Middle-aged","30"
"8522","69","Male","Boots","Footwear","11620","2025-10-16 12:31:13","Delhi","Unknown","White","Summer","3.4","No","Next Day Air","Yes","Yes","5","Cash","Monthly","Senior","30"
"8523","18","Male","Headphones","Electronics","53452","2025-12-21 13:58:48","Delhi","Unknown","White","Fall","3.5","No","Standard","Yes","No","11","Debit Card","Monthly","Young Adult","30"
"8524","31","Female","Backpack","Accessories","18924","2024-01-15 20:41:30","Delhi","Unknown","Green","Spring","4.1","Yes","Standard","No","Yes","8","Debit Card","Monthly","Young Adult","30"
"8525","25","Male","Jacket","Clothing","9960","2024-01-11 07:03:47","Bengaluru","S","Black","Summer","3.5","No","Standard","Yes","No","7","Credit Card","Weekly","Young Adult","7"
"8526","24","Male","Watch","Accessories","18426","2024-04-03 13:12:24","Delhi","Unknown","Gray","Spring","3.8","Yes","Standard","Yes","No","7","Credit Card","Monthly","Young Adult","30"
"8527","47","Male","Jeans","Clothing","7719","2025-02-03 03:50:35","Kolkata","S","Black","Spring","4.1","No","Free Shipping","No","No Promo","13","Debit Card","Monthly","Middle-aged","30"
"8528","42","Female","Smartphone","Electronics","38512","2025-09-23 23:07:41","Pune","Unknown","Brown","Fall","5","No","Standard","No","No","11","Credit Card","Monthly","Adult","30"
"8529","56","Female","Smartphone","Electronics","52705","2024-04-02 04:54:02","Mumbai","Unknown","Green","Spring","4","No","Next Day Air","Yes","Yes","12","Credit Card","Quarterly","Middle-aged","90"
"8530","33","Male","Sneakers","Footwear","3569","2024-12-17 02:07:44","Pune","Unknown","Green","Winter","3.8","No","Express","Yes","No","8","Credit Card","Annually","Adult","365"
"8531","28","Female","Smartphone","Electronics","64242","2024-10-31 18:47:15","Mumbai","Unknown","Brown","Winter","3.1","No","Express","No","Yes","5","Credit Card","Quarterly","Young Adult","90"
"8532","42","Female","Sneakers","Footwear","11620","2025-06-11 15:49:41","Hyderabad","Unknown","Black","Winter","3.2","No","Next Day Air","No","No","10","Credit Card","Weekly","Adult","7"
"8533","50","Male","Jeans","Clothing","8051","2024-12-01 06:45:27","Chennai","S","White","Summer","4.4","No","Standard","No","No","6","Credit Card","Monthly","Middle-aged","30"
"8534","69","Male","Jeans","Clothing","2241","2024-09-02 14:25:42","Mumbai","XL","Gray","Fall","3.3","No","Standard","No","No","8","PayPal","Annually","Senior","365"
"8535","68","Female","Headphones","Electronics","21663","2025-02-06 21:19:13","Bengaluru","Unknown","Gray","Spring","4.1","Yes","Standard","Yes","Yes","10","Apple Pay","Quarterly","Senior","90"
"8536","65","Male","Smartphone","Electronics","90885","2024-07-05 18:50:10","Chennai","Unknown","White","Winter","4.4","No","Free Shipping","Yes","Yes","11","Credit Card","Monthly","Senior","30"
"8537","38","Male","Smartphone","Electronics","16517","2024-01-15 03:03:18","Kolkata","Unknown","Brown","Winter","3.6","Yes","Next Day Air","No","Yes","20","Debit Card","Quarterly","Adult","90"
"8538","69","Female","Boots","Footwear","10790","2024-08-26 19:47:32","Delhi","Unknown","Brown","Summer","3.2","Yes","Standard","Yes","No","8","Apple Pay","Monthly","Senior","30"
"8539","69","Male","T-Shirt","Clothing","10292","2024-04-01 03:16:21","Chennai","XL","Black","Summer","4","Yes","Express","No","Yes","15","Credit Card","Monthly","Senior","30"
"8540","27","Male","T-Shirt","Clothing","3071","2024-11-26 09:57:47","Delhi","L","Blue","Winter","3.7","No","Express","No","No","10","Credit Card","Bi-Weekly","Young Adult","14"
"8541","67","Female","Headphones","Electronics","13778","2025-07-31 09:06:25","Mumbai","Unknown","Black","Summer","3.9","No","Standard","Yes","Yes","5","Debit Card","Monthly","Senior","30"
"8542","26","Male","Backpack","Accessories","5063","2024-08-31 08:33:14","Mumbai","Unknown","White","Summer","4.8","No","Standard","Yes","Yes","9","Credit Card","Monthly","Young Adult","30"
"8543","18","Female","T-Shirt","Clothing","4067","2024-10-03 17:29:17","Kolkata","XL","Black","Winter","3.5","No","Free Shipping","No","Yes","8","Credit Card","Weekly","Young Adult","7"
"8544","51","Male","Boots","Footwear","5644","2024-06-04 18:18:08","Hyderabad","Unknown","Brown","Summer","4.1","No","Express","Yes","No","13","Credit Card","Bi-Weekly","Middle-aged","14"
"8545","48","Male","Laptop","Electronics","100347","2024-10-12 07:50:59","Pune","Unknown","Red","Spring","3.9","Yes","Standard","No","Yes","10","Credit Card","Monthly","Middle-aged","30"
"8546","38","Female","Laptop","Electronics","40919","2024-06-11 08:38:33","Delhi","Unknown","Brown","Winter","3.3","No","Express","No","Yes","12","PayPal","Monthly","Adult","30"
"8547","41","Male","Sneakers","Footwear","7968","2025-06-02 05:43:04","Mumbai","Unknown","Brown","Summer","4.1","No","Standard","No","Yes","9","Debit Card","Weekly","Adult","7"
"8548","36","Male","Laptop","Electronics","45899","2025-08-27 05:09:27","Bengaluru","Unknown","Green","Summer","3.7","No","Standard","No","No","9","Cash","Monthly","Adult","30"
"8549","65","Female","Watch","Accessories","23738","2024-06-08 19:46:42","Pune","Unknown","Black","Summer","3.8","Yes","Express","No","No","8","PayPal","Monthly","Senior","30"
"8550","38","Male","T-Shirt","Clothing","6225","2024-12-13 17:58:59","Bengaluru","M","Red","Winter","3.2","No","Express","No","No","10","Credit Card","Quarterly","Adult","90"
"8551","42","Male","Jeans","Clothing","2822","2024-01-15 07:07:30","Kolkata","M","Brown","Fall","4.1","Yes","Standard","No","Yes","11","Cash","Monthly","Adult","30"
"8552","37","Male","Headphones","Electronics","66898","2024-11-26 22:34:17","Hyderabad","Unknown","Gray","Winter","4","Yes","Standard","Yes","No","7","PayPal","Bi-Weekly","Adult","14"
"8553","43","Female","Headphones","Electronics","21912","2025-02-09 00:53:51","Kolkata","Unknown","Gray","Fall","5","No","Express","Yes","No","8","Credit Card","Monthly","Adult","30"
"8554","24","Male","Watch","Accessories","1743","2024-02-17 22:51:12","Mumbai","Unknown","Green","Spring","4.5","No","Next Day Air","No","No Promo","10","Debit Card","Monthly","Young Adult","30"
"8555","20","Male","Sneakers","Footwear","8964","2025-10-20 08:32:06","Jaipur","Unknown","Black","Summer","4.3","No","Free Shipping","Yes","Yes","9","Credit Card","Bi-Weekly","Young Adult","14"
"8556","57","Female","Jacket","Clothing","6225","2025-12-22 02:23:02","Delhi","M","Gray","Fall","3.4","No","Standard","Yes","No","13","Debit Card","Quarterly","Middle-aged","90"
"8557","65","Female","T-Shirt","Clothing","9296","2024-11-20 17:58:10","Kolkata","L","Red","Fall","3.5","Yes","Standard","No","Yes","8","Google Pay","Quarterly","Senior","90"
"8558","25","Male","Jacket","Clothing","8383","2024-02-24 06:07:09","Chennai","L","Gray","Spring","3.6","No","Standard","Yes","No","7","Debit Card","Monthly","Young Adult","30"
"8559","47","Female","T-Shirt","Clothing","8964","2025-03-26 20:47:27","Hyderabad","M","Blue","Summer","4.3","No","Standard","No","Yes","15","Credit Card","Monthly","Middle-aged","30"
"8560","28","Male","Smartphone","Electronics","50215","2025-08-13 08:14:34","Chennai","Unknown","Blue","Winter","4.3","Yes","Standard","Yes","No","9","Debit Card","Monthly","Young Adult","30"
"8561","25","Female","Sneakers","Footwear","12782","2024-10-24 02:44:34","Hyderabad","Unknown","Black","Summer","4.6","No","Next Day Air","No","No","12","PayPal","Monthly","Young Adult","30"
"8562","54","Female","Boots","Footwear","15687","2025-04-14 01:47:35","Chennai","Unknown","White","Winter","3.1","No","Standard","No","No","17","PayPal","Quarterly","Middle-aged","90"
"8563","34","Female","Jeans","Clothing","10209","2025-04-02 01:57:46","Delhi","M","White","Winter","3.4","No","Standard","Yes","No","7","Credit Card","Weekly","Adult","7"
"8564","25","Male","Headphones","Electronics","68309","2025-06-01 23:40:11","Hyderabad","Unknown","Green","Winter","4.5","Yes","Standard","Yes","No","8","Credit Card","Monthly","Young Adult","30"
"8565","64","Male","T-Shirt","Clothing","7719","2024-12-03 13:43:58","Bengaluru","XL","Gray","Summer","3.3","No","Free Shipping","No","No","8","Cash","Weekly","Senior","7"
"8566","61","Female","Jeans","Clothing","4897","2025-07-01 21:51:36","Pune","L","Blue","Spring","4.6","Yes","Express","No","Yes","13","PayPal","Monthly","Senior","30"
"8567","47","Male","Watch","Accessories","15023","2025-07-09 18:10:29","Mumbai","Unknown","Green","Fall","4","Yes","Express","Yes","No","9","Credit Card","Monthly","Middle-aged","30"
"8568","60","Male","Watch","Accessories","21497","2025-09-13 16:53:31","Jaipur","Unknown","Green","Fall","3.3","Yes","Next Day Air","No","No","6","Credit Card","Monthly","Senior","30"
"8569","60","Female","Jeans","Clothing","9960","2024-03-23 09:55:23","Delhi","M","Gray","Fall","2.8","No","Next Day Air","Yes","No","5","Credit Card","Annually","Senior","365"
"8570","33","Female","Laptop","Electronics","46480","2025-10-06 22:01:13","Hyderabad","Unknown","Brown","Spring","4","No","Standard","Yes","No","12","PayPal","Annually","Adult","365"
"8571","21","Male","Headphones","Electronics","63329","2025-06-20 16:02:51","Hyderabad","Unknown","Gray","Fall","4.5","No","Express","Yes","No","12","Credit Card","Monthly","Young Adult","30"
"8572","38","Male","Boots","Footwear","11703","2025-10-01 10:23:23","Jaipur","Unknown","Black","Fall","4.2","No","Free Shipping","No","Yes","7","Debit Card","Quarterly","Adult","90"
"8573","67","Male","Jacket","Clothing","6391","2024-07-01 11:58:16","Jaipur","S","Black","Winter","3.7","Yes","Standard","Yes","Yes","17","PayPal","Bi-Weekly","Senior","14"
"8574","51","Female","Headphones","Electronics","46729","2025-09-28 20:36:22","Hyderabad","Unknown","Brown","Fall","4.6","No","Standard","No","No","10","Debit Card","Quarterly","Middle-aged","90"
"8575","57","Male","T-Shirt","Clothing","3901","2025-06-07 11:44:46","Pune","L","Green","Winter","3.8","No","Express","No","No","3","Debit Card","Weekly","Middle-aged","7"
"8576","52","Male","Sneakers","Footwear","3403","2025-03-12 18:24:22","Delhi","Unknown","White","Fall","3.1","No","Standard","No","Yes","7","Credit Card","Bi-Weekly","Middle-aged","14"
"8577","30","Female","Jacket","Clothing","8217","2024-12-16 21:05:07","Mumbai","XL","White","Winter","3.8","No","Free Shipping","No","No","8","PayPal","Monthly","Young Adult","30"
"8578","60","Female","Backpack","Accessories","13529","2025-08-10 17:17:23","Chennai","Unknown","Red","Fall","3.8","Yes","Next Day Air","No","No","8","Debit Card","Annually","Senior","365"
"8579","44","Female","Sneakers","Footwear","6972","2024-09-15 18:28:15","Hyderabad","Unknown","Red","Fall","3.3","No","Next Day Air","No","No","2","Credit Card","Monthly","Middle-aged","30"
"8580","25","Male","Backpack","Accessories","5229","2024-07-28 00:02:24","Kolkata","Unknown","Black","Summer","2.6","No","Standard","No","Yes","9","PayPal","Bi-Weekly","Young Adult","14"
"8581","58","Male","Jeans","Clothing","5312","2024-04-05 13:35:37","Jaipur","S","Blue","Winter","4.5","Yes","Standard","No","No","11","Debit Card","Bi-Weekly","Senior","14"
"8582","59","Male","Boots","Footwear","11371","2025-11-25 23:29:26","Bengaluru","Unknown","Black","Spring","3.2","No","Next Day Air","Yes","No","9","Debit Card","Monthly","Senior","30"
"8583","46","Male","T-Shirt","Clothing","8300","2025-11-01 18:14:52","Pune","XL","White","Summer","3.4","Yes","Free Shipping","Yes","No","15","PayPal","Quarterly","Middle-aged","90"
"8584","33","Female","Backpack","Accessories","18675","2025-09-21 08:06:49","Pune","Unknown","Green","Fall","3.8","No","Next Day Air","Yes","No","13","Credit Card","Monthly","Adult","30"
"8585","60","Female","Jeans","Clothing","4731","2024-08-16 20:22:33","Bengaluru","XL","Green","Summer","3.9","No","Standard","No","No","16","Debit Card","Weekly","Senior","7"
"8586","63","Female","Jeans","Clothing","3403","2024-09-14 10:00:02","Hyderabad","M","White","Fall","4.4","Yes","Standard","No","No","6","Credit Card","Monthly","Senior","30"
"8587","22","Female","T-Shirt","Clothing","5893","2024-04-04 15:15:39","Jaipur","S","Red","Winter","4.1","No","Express","Yes","No","10","Apple Pay","Bi-Weekly","Young Adult","14"
"8588","54","Female","Jacket","Clothing","3569","2024-07-28 01:36:59","Jaipur","L","Red","Spring","4","Yes","Free Shipping","No","No","13","Credit Card","Quarterly","Middle-aged","90"
"8589","57","Male","T-Shirt","Clothing","2241","2024-03-10 16:13:03","Jaipur","L","Black","Fall","3.3","No","Free Shipping","No","Yes","13","Debit Card","Monthly","Middle-aged","30"
"8590","57","Male","Smartphone","Electronics","15355","2025-10-13 14:56:45","Hyderabad","Unknown","Green","Spring","4.3","Yes","Standard","No","No","11","Credit Card","Annually","Middle-aged","365"
"8591","59","Male","T-Shirt","Clothing","7719","2024-08-19 15:38:21","Chennai","S","Gray","Fall","3.9","No","Express","Yes","Yes","11","Credit Card","Bi-Weekly","Senior","14"
"8592","27","Male","Smartphone","Electronics","109145","2025-09-14 22:14:58","Hyderabad","Unknown","Red","Spring","4.5","No","Standard","No","No","12","Apple Pay","Weekly","Young Adult","7"
"8593","32","Female","Watch","Accessories","1411","2024-05-18 16:17:05","Chennai","Unknown","Brown","Fall","3.9","No","Standard","Yes","No","9","Debit Card","Monthly","Adult","30"
"8594","38","Male","Sneakers","Footwear","11039","2024-06-02 20:53:42","Chennai","Unknown","White","Summer","3.1","No","Standard","No","No","10","Google Pay","Quarterly","Adult","90"
"8595","51","Male","Backpack","Accessories","3984","2025-08-05 18:05:58","Jaipur","Unknown","White","Summer","3.6","No","Express","Yes","No","13","PayPal","Weekly","Middle-aged","7"
"8596","39","Male","Sneakers","Footwear","8466","2024-02-28 14:53:38","Kolkata","Unknown","Black","Summer","3.1","No","Express","Yes","No","13","Debit Card","Quarterly","Adult","90"
"8597","39","Female","Headphones","Electronics","86071","2025-02-09 00:11:02","Jaipur","Unknown","Black","Summer","4.7","Yes","Express","No","No","8","PayPal","Quarterly","Adult","90"
"8598","26","Female","Jacket","Clothing","1909","2024-08-26 20:19:43","Hyderabad","L","Black","Spring","4","No","Standard","No","No","11","Debit Card","Quarterly","Young Adult","90"
