Customer ID,Age,Gender,Item Purchased,Category,Purchase Amount (INR),Purchase Date,Location,Size,Color,Season,Review Rating,Subscription Status,Shipping Type,Discount Applied,Promo Code Used,Previous Purchases,Payment Method,Frequency of Purchases
9987,23,Male,Backpack,Accessories,20169,2025-08-17 17:16:08,Jaipur,,Blue,Winter,3.8,No,Standard,No,No,5,Credit Card,Monthly
9988,62,Male,T-Shirt,Clothing,11288,2025-02-18 08:36:57,Chennai,S,Red,Summer,4.1,Yes,,No,No,10,PayPal,Quarterly
9989,28,Female,Jacket,Clothing,2407,2025-10-21 05:06:21,Kolkata,XL,Green,Fall,3.9,Yes,Standard,No,No,8,Credit Card,Quarterly
9990,54,Male,Watch,Accessories,2988,2025-05-09 01:35:17,Mumbai,,Gray,Spring,2.8,Yes,Standard,No,No,12,PayPal,Weekly
9991,44,Male,Smartphone,Electronics,60507,2025-08-27 04:04:18,Pune,,Gray,Fall,3.4,Yes,Next Day Air,No,Yes,6,Debit Card,Monthly
9992,46,Male,Laptop,Electronics,106240,2025-07-04 01:00:10,Bengaluru,,Gray,Summer,3.3,No,Express,No,No,8,Debit Card,Monthly
9993,28,Male,Backpack,Accessories,1909,2024-05-22 22:46:40,Kolkata,,Gray,Winter,4.0,No,Standard,No,No,17,PayPal,Bi-Weekly
9994,19,Male,T-Shirt,Clothing,1743,2024-12-16 10:30:58,Chennai,XL,Black,Fall,3.6,Yes,Standard,No,Yes,7,Credit Card,Weekly
9995,29,Female,Headphones,Electronics,85905,2025-08-12 10:05:53,Hyderabad,,Black,Spring,3.9,No,Standard,No,No,14,Cash,Bi-Weekly
9996,41,Female,Smartphone,Electronics,105410,2024-09-26 05:27:39,Pune,,Black,Spring,4.5,No,Standard,No,No,10,Credit Card,Monthly
9997,41,Male,Smartphone,Electronics,18841,2024-12-13 10:39:27,Hyderabad,,Gray,Spring,4.5,No,Next Day Air,Yes,No,4,PayPal,Bi-Weekly
9998,50,Male,Backpack,Accessories,6889,2024-06-24 16:04:11,Kolkata,,Brown,Spring,4.4,No,Express,Yes,No,11,Credit Card,Bi-Weekly
9999,35,Male,Watch,Accessories,16434,2025-03-25 02:45:14,Kolkata,,White,Summer,3.1,No,Standard,No,No,9,Debit Card,Monthly
10000,57,Male,Jacket,Clothing,7636,2025-03-08 03:43:03,Hyderabad,S,Green,Fall,3.3,No,Express,No,No,12,Apple Pay,Quarterly
10001,38,Male,Boots,Footwear,9960,2025-05-11 02:14:44,Delhi,,Green,Winter,3.9,Yes,Express,Yes,No,5,Debit Card,Quarterly
10002,39,Male,Boots,Footwear,14774,2024-09-15 11:09:54,Kolkata,,Gray,Summer,4.4,Yes,Express,Yes,No,9,Credit Card,Bi-Weekly
10003,36,Female,Jacket,Clothing,8715,2024-06-17 12:08:38,Jaipur,S,Brown,Spring,3.8,Yes,Express,Yes,No,13,Credit Card,Annually
10004,19,Female,Watch,Accessories,4814,2025-03-19 12:25:54,Pune,,White,Winter,3.7,Yes,Express,No,Yes,17,Debit Card,Weekly
10005,34,Female,Jacket,Clothing,7387,2024-01-19 16:34:02,Chennai,M,Red,Spring,3.2,No,Standard,No,No,7,Debit Card,Annually
10006,57,Female,Smartphone,Electronics,121512,2024-11-06 06:53:30,Hyderabad,,Blue,Fall,3.4,Yes,Express,Yes,No,10,Credit Card,Monthly
10007,68,Female,Watch,Accessories,12284,2024-12-12 19:38:30,Jaipur,,Black,Fall,3.3,No,Next Day Air,No,No,7,Debit Card,Monthly
10008,21,Male,Jeans,Clothing,6557,2025-07-16 13:09:17,Pune,M,Black,Winter,2.9,No,,No,Yes,12,Debit Card,Quarterly
10009,27,Female,Boots,Footwear,11620,2024-02-15 15:23:01,Hyderabad,,Gray,Fall,3.3,No,Standard,No,No,12,Credit Card,Annually
10010,60,Female,Laptop,Electronics,94786,2024-04-14 10:01:36,Jaipur,,White,Winter,4.8,No,Express,Yes,No,3,Debit Card,Annually
10011,31,Male,Smartphone,Electronics,32370,2024-08-05 17:54:10,Chennai,,Black,Fall,4.4,No,Standard,Yes,No,13,Credit Card,Monthly
10012,31,Male,Backpack,Accessories,5395,2024-04-23 04:40:43,Chennai,,Red,Summer,3.7,Yes,Express,No,No,8,Credit Card,Weekly
10013,43,Female,Backpack,Accessories,18426,2024-06-10 21:25:17,Chennai,,Black,Fall,3.5,No,Free Shipping,No,No,12,Cash,Monthly
10014,28,Male,Headphones,Electronics,79680,2025-05-24 13:48:54,Chennai,,Green,Winter,4.8,Yes,Standard,No,No,9,Debit Card,Bi-Weekly
10015,42,Male,T-Shirt,Clothing,3071,2025-04-18 08:22:47,Pune,M,Blue,Spring,2.8,No,Next Day Air,No,Yes,13,Apple Pay,Monthly
10016,48,Female,Watch,Accessories,20501,2025-04-17 03:43:33,Delhi,,Red,Summer,3.5,No,Free Shipping,No,Yes,9,Debit Card,Bi-Weekly
10017,48,Male,Jacket,Clothing,11703,2024-03-07 12:46:36,Mumbai,M,Green,Fall,5.0,No,Express,No,No,8,Credit Card,Monthly
10018,48,Male,Laptop,Electronics,33283,2025-08-12 13:33:19,Jaipur,,Red,Spring,4.0,Yes,Express,No,No,10,Google Pay,Monthly
10019,60,Male,Boots,Footwear,11786,2024-08-05 18:02:00,Kolkata,,Gray,Spring,4.1,Yes,Standard,No,No,6,Credit Card,Monthly
10020,53,Male,Headphones,Electronics,34860,2024-07-10 15:34:04,Pune,,White,Spring,4.0,No,Next Day Air,Yes,No,8,Credit Card,Monthly
10021,42,Female,Watch,Accessories,17596,2025-02-07 08:05:09,Chennai,,Brown,Fall,4.3,Yes,,No,Yes,11,Apple Pay,Monthly
10022,48,Female,Jacket,Clothing,6142,2024-09-19 23:10:52,Chennai,L,Brown,Spring,4.2,No,Next Day Air,Yes,Yes,4,Credit Card,Quarterly
10023,40,Female,T-Shirt,Clothing,8632,2024-12-30 01:31:57,Bengaluru,S,White,Fall,3.1,Yes,Next Day Air,No,Yes,12,PayPal,Monthly
10024,59,Female,Laptop,Electronics,100845,2024-07-20 18:57:20,Kolkata,,Green,Fall,4.1,No,Next Day Air,Yes,No,11,PayPal,Monthly
10025,31,Male,Jacket,Clothing,6640,2025-06-03 12:03:08,Hyderabad,S,Green,Winter,3.4,Yes,Free Shipping,Yes,No,6,Credit Card,Quarterly
10026,67,Female,Boots,Footwear,10790,2024-01-18 11:23:54,Mumbai,,Red,Summer,3.4,No,Standard,No,No,8,Credit Card,Quarterly
10027,34,Female,Boots,Footwear,5229,2024-12-27 20:47:25,Delhi,,Gray,Spring,5.0,Yes,Standard,No,Yes,6,Cash,Monthly
10028,23,Female,Backpack,Accessories,15770,2025-11-05 16:45:39,Kolkata,,Blue,Winter,4.2,No,Standard,No,No,11,Credit Card,Quarterly
10029,22,Male,T-Shirt,Clothing,8217,2024-10-05 07:20:10,Pune,S,Blue,Summer,4.7,No,Express,No,No,9,PayPal,Monthly
10030,36,Female,Backpack,Accessories,14193,2025-04-10 09:49:24,Pune,,White,Summer,2.2,Yes,Standard,No,No,7,Credit Card,Weekly
10031,55,Male,Jeans,Clothing,10624,2024-12-05 08:55:34,Jaipur,M,White,Summer,3.1,No,Next Day Air,Yes,Yes,9,PayPal,Bi-Weekly
10032,60,Female,Backpack,Accessories,18343,2024-11-20 19:18:29,Bengaluru,,Black,Spring,3.8,No,Free Shipping,No,No,13,Cash,Annually
10033,29,Female,Boots,Footwear,11703,2024-05-09 03:20:33,Hyderabad,,White,Fall,3.7,Yes,Free Shipping,No,Yes,10,PayPal,Quarterly
10034,52,Female,Watch,Accessories,5727,2025-11-07 07:15:53,Mumbai,,White,Spring,5.0,No,Standard,No,,7,Apple Pay,Quarterly
10035,32,Female,Jacket,Clothing,10292,2024-07-01 15:41:22,Kolkata,M,Green,Spring,,No,Standard,No,No,14,Debit Card,Monthly
10036,53,Male,Watch,Accessories,6640,2025-01-11 10:31:53,Pune,,Brown,Fall,3.8,No,Standard,No,No,9,Credit Card,Annually
10037,39,Female,Jeans,Clothing,3652,2024-06-13 08:56:26,Delhi,M,Green,Fall,4.3,Yes,Standard,No,No,3,Apple Pay,Monthly
10038,30,Female,T-Shirt,Clothing,9462,2024-10-10 08:23:53,Kolkata,XL,Green,Spring,3.8,No,Express,Yes,No,12,Google Pay,Monthly
10039,63,Male,Sneakers,Footwear,12450,2025-02-24 18:08:08,Kolkata,,Red,Fall,2.6,No,Next Day Air,Yes,No,10,Credit Card,Annually
10040,31,Female,Jacket,Clothing,10790,2024-05-20 10:51:54,Chennai,L,Blue,Fall,3.6,Yes,Free Shipping,No,No,13,Credit Card,Quarterly
10041,23,Male,T-Shirt,Clothing,10458,2025-08-16 11:56:00,Jaipur,S,Gray,Spring,3.7,Yes,Standard,Yes,Yes,9,Debit Card,Bi-Weekly
10042,28,Female,Jeans,Clothing,2324,2024-06-10 07:24:05,Mumbai,M,White,Summer,2.6,No,Standard,No,No,13,Credit Card,Weekly
10043,47,Male,Boots,Footwear,7636,2025-12-04 09:47:21,Kolkata,,White,Fall,3.5,No,Standard,Yes,No,10,PayPal,Monthly
10044,20,Female,T-Shirt,Clothing,4731,2024-06-04 08:15:39,Kolkata,M,Red,Spring,3.2,No,Standard,No,,11,Apple Pay,Bi-Weekly
10045,26,Female,Sneakers,Footwear,11786,2025-10-09 01:14:44,Mumbai,,Red,Winter,3.5,No,Free Shipping,Yes,No,7,Credit Card,Annually
10046,32,Female,Watch,Accessories,5312,2024-05-07 06:29:35,Mumbai,,Red,Fall,4.7,Yes,Standard,No,No,8,Debit Card,Monthly
10047,24,Female,Laptop,Electronics,94952,2024-06-22 00:51:49,Hyderabad,,Brown,Summer,4.4,Yes,Next Day Air,No,Yes,11,Credit Card,Monthly
10048,21,Female,Backpack,Accessories,24734,2024-01-30 02:18:10,Hyderabad,,Blue,Summer,3.8,No,Standard,No,Yes,7,Apple Pay,Monthly
10049,49,Male,Laptop,Electronics,73953,2024-09-07 18:52:03,Jaipur,,Green,Winter,4.8,Yes,Standard,No,No,12,Debit Card,Monthly
10050,29,Male,Boots,Footwear,3569,2025-09-21 18:17:39,Hyderabad,,White,Winter,3.3,No,Standard,Yes,Yes,8,Credit Card,Quarterly
10051,42,Male,Jacket,Clothing,6225,2024-01-05 12:14:23,Jaipur,L,Green,Winter,4.0,Yes,Standard,No,Yes,14,Debit Card,Quarterly
10052,49,Male,Jeans,Clothing,7221,2024-01-09 13:43:30,Hyderabad,L,Green,Spring,3.5,Yes,Standard,Yes,No,10,Credit Card,Weekly
10053,32,Male,Headphones,Electronics,42828,2025-09-12 17:16:53,Jaipur,,Black,Winter,5.0,Yes,Standard,No,No,8,Credit Card,Bi-Weekly
10054,47,Male,Headphones,Electronics,33864,2024-05-21 03:36:35,Hyderabad,,White,Spring,4.1,Yes,Free Shipping,Yes,Yes,7,Credit Card,Monthly
10055,44,Female,Boots,Footwear,14193,2025-12-04 15:03:07,Jaipur,,White,Spring,4.0,Yes,Express,Yes,Yes,11,Credit Card,Weekly
10056,67,Female,T-Shirt,Clothing,6557,2024-02-19 06:46:12,Hyderabad,M,White,Winter,4.4,No,Express,No,Yes,7,Credit Card,Monthly
10057,25,Female,Laptop,Electronics,73953,2024-02-10 13:27:11,Delhi,,Brown,Winter,4.4,No,Express,Yes,No,14,Debit Card,Bi-Weekly
10058,44,Female,Jacket,Clothing,1992,2025-04-01 02:43:25,Delhi,M,White,Summer,3.4,No,Standard,Yes,No,12,Credit Card,Bi-Weekly
10059,32,Female,Laptop,Electronics,121014,2025-07-29 02:29:12,Hyderabad,,Gray,Winter,3.9,No,Standard,Yes,No,11,Debit Card,Monthly
10060,23,Female,Backpack,Accessories,18343,2024-04-08 04:25:12,Kolkata,,Blue,Fall,3.3,No,Standard,No,No,14,PayPal,Weekly
10061,66,Male,Backpack,Accessories,1909,2025-05-03 12:04:57,Pune,,Black,Winter,5.0,Yes,Express,Yes,No,23,Debit Card,Quarterly
10062,68,Female,Jacket,Clothing,11454,2025-09-10 19:32:32,Mumbai,M,Blue,Summer,4.5,No,Standard,Yes,No,8,Debit Card,Bi-Weekly
10063,50,Female,Watch,Accessories,14691,2025-08-31 10:01:53,Bengaluru,,Red,Spring,3.7,Yes,Standard,No,No,12,Debit Card,Weekly
10064,38,Female,Backpack,Accessories,9213,2024-11-02 17:34:12,Mumbai,,Brown,Spring,4.9,Yes,Express,No,No,11,Credit Card,Weekly
10065,41,Female,Boots,Footwear,14110,2025-07-09 11:41:03,Pune,,Brown,Winter,4.5,No,Standard,Yes,No,7,Cash,Weekly
10066,40,Male,Laptop,Electronics,55195,2025-05-25 00:31:08,Mumbai,,White,Fall,3.5,No,Standard,No,Yes,11,Debit Card,Monthly
10067,57,Female,T-Shirt,Clothing,11952,2025-05-14 23:42:21,Bengaluru,M,Blue,Spring,4.2,No,Standard,No,Yes,11,Credit Card,Bi-Weekly
10068,31,Female,Smartphone,Electronics,65238,2025-12-25 19:29:10,Delhi,,Brown,Summer,4.0,No,Express,Yes,No,11,Apple Pay,Bi-Weekly
10069,56,Female,Jacket,Clothing,9960,2025-01-08 00:16:20,Mumbai,M,Gray,Winter,4.4,Yes,Standard,Yes,No,9,Credit Card,Quarterly
10070,41,Male,Jeans,Clothing,7055,2025-08-18 16:07:53,Kolkata,L,Green,Fall,3.0,No,Next Day Air,No,Yes,6,Credit Card,Quarterly
10071,58,Female,Jacket,Clothing,11371,2024-02-06 14:11:27,Mumbai,L,Red,Winter,4.5,No,Express,Yes,Yes,9,Cash,Annually
10072,48,Male,Jacket,Clothing,4731,2025-04-05 17:07:27,Delhi,S,Brown,Winter,4.0,No,Standard,Yes,No,11,Credit Card,Quarterly
10073,60,Female,Laptop,Electronics,42828,2025-04-29 19:41:42,Jaipur,,Blue,Summer,3.8,No,Standard,No,No,9,Credit Card,Quarterly
10074,20,Male,Headphones,Electronics,73040,2025-08-15 14:13:29,Kolkata,,White,Fall,5.0,Yes,Standard,No,No,5,Debit Card,Bi-Weekly
10075,64,Female,Jacket,Clothing,2988,2025-01-25 00:22:48,Pune,M,Green,Winter,3.5,No,Standard,No,Yes,8,PayPal,Quarterly
10076,38,Male,Jeans,Clothing,9877,2024-12-28 09:17:51,Mumbai,L,Green,Winter,4.9,No,Standard,Yes,No,8,Credit Card,Annually
10077,37,Male,Jeans,Clothing,10707,2025-06-13 17:36:23,Delhi,L,Blue,Spring,4.2,No,Standard,Yes,No,6,Debit Card,Monthly
10078,45,Female,Headphones,Electronics,120682,2025-05-19 00:19:01,Hyderabad,,Green,Winter,3.9,No,Express,No,Yes,11,Credit Card,Annually
10079,54,Male,Laptop,Electronics,36105,2025-07-23 02:15:14,Bengaluru,,Red,Spring,4.0,No,Standard,No,No,8,Apple Pay,Quarterly
10080,22,Male,Laptop,Electronics,116947,2025-01-21 01:05:39,Pune,,Red,Winter,2.9,Yes,Standard,No,Yes,10,Credit Card,Monthly
10081,33,Male,Jeans,Clothing,11952,2024-11-29 02:45:01,Hyderabad,XL,Gray,Spring,4.3,No,Express,No,Yes,18,Debit Card,Annually
10082,44,Female,Jeans,Clothing,6806,2024-11-15 11:57:30,Delhi,XL,White,Winter,2.8,No,Next Day Air,Yes,,12,PayPal,Monthly
10083,40,Male,Backpack,Accessories,8134,2024-08-20 06:46:54,Hyderabad,,Black,Winter,,Yes,Express,Yes,No,7,Credit Card,Quarterly
10084,49,Female,Jeans,Clothing,8300,2025-03-09 21:21:01,Jaipur,M,Gray,Winter,3.2,No,Standard,Yes,No,7,Credit Card,Weekly
10085,47,Female,Jacket,Clothing,10956,2024-05-24 21:46:02,Jaipur,XL,Blue,Summer,4.2,No,Free Shipping,No,No,7,Credit Card,Bi-Weekly
10086,23,Female,Boots,Footwear,15023,2024-10-14 10:40:19,Chennai,,Gray,Winter,4.1,No,Next Day Air,Yes,No,6,Debit Card,Bi-Weekly
10087,24,Female,Sneakers,Footwear,9213,2024-02-05 09:32:55,Pune,,Blue,Winter,3.3,No,Standard,Yes,No,11,Credit Card,Annually
10088,32,Male,Backpack,Accessories,10458,2025-08-20 02:52:36,Chennai,,Red,Fall,3.9,Yes,Standard,No,,9,Credit Card,Bi-Weekly
10089,35,Male,Watch,Accessories,13114,2025-06-28 16:50:14,Bengaluru,,Red,Summer,3.3,No,Standard,No,No,13,PayPal,Weekly
10090,58,Male,Backpack,Accessories,7636,2024-06-08 23:05:35,Kolkata,,Black,Fall,3.5,Yes,Standard,No,Yes,10,Credit Card,Bi-Weekly
10091,63,Male,Sneakers,Footwear,13446,2024-11-02 02:59:50,Mumbai,,Black,Fall,4.7,No,Standard,No,No,7,PayPal,Monthly
10092,32,Female,Watch,Accessories,3901,2024-12-16 02:39:25,Hyderabad,,Gray,Spring,4.1,No,Express,Yes,Yes,7,Debit Card,Monthly
10093,20,Female,Headphones,Electronics,110722,2025-06-26 06:50:45,Kolkata,,Green,Winter,3.4,No,Standard,No,No,11,Credit Card,Annually
10094,68,Male,Jeans,Clothing,6059,2024-03-03 18:01:29,Hyderabad,L,White,Winter,4.8,No,Free Shipping,Yes,No,8,Credit Card,Quarterly
10095,24,Female,Jeans,Clothing,3569,2025-03-08 17:37:29,Mumbai,L,Green,Summer,4.1,Yes,Free Shipping,Yes,No,11,Cash,Quarterly
10096,60,Female,Sneakers,Footwear,13944,2024-10-05 20:57:42,Bengaluru,,Blue,Winter,3.4,Yes,Standard,No,No,9,Credit Card,Quarterly
10097,51,Female,Watch,Accessories,9711,2025-07-11 18:19:44,Chennai,,Green,Fall,4.3,No,Next Day Air,No,No,7,Debit Card,Monthly
10098,48,Female,Jacket,Clothing,5976,2024-04-29 04:53:16,Chennai,XL,Black,Spring,4.3,No,Next Day Air,Yes,Yes,9,Apple Pay,Quarterly
10099,18,Female,Jeans,Clothing,4897,2024-02-07 16:02:09,Jaipur,L,Black,Fall,5.0,Yes,Standard,Yes,No,7,Credit Card,Weekly
10100,23,Female,Watch,Accessories,6059,2025-09-10 20:19:10,Mumbai,,Green,Summer,4.8,No,Express,No,Yes,14,PayPal,Monthly
10101,47,Male,Backpack,Accessories,19173,2024-02-07 20:37:56,Pune,,Red,Fall,4.8,No,Express,No,No,13,Google Pay,Monthly
10102,20,Female,Jeans,Clothing,4233,2025-08-10 09:30:52,Mumbai,XL,Green,Fall,4.2,No,Express,No,No,16,PayPal,Monthly
10103,31,Male,Headphones,Electronics,99102,2024-10-01 06:47:08,Bengaluru,,Gray,Spring,2.4,No,Standard,No,No,14,Credit Card,Monthly
10104,68,Female,Headphones,Electronics,110224,2024-05-16 12:43:39,Mumbai,,White,Fall,3.9,Yes,Standard,Yes,No,7,Credit Card,Monthly
10105,22,Female,Smartphone,Electronics,91881,2025-06-16 07:32:26,Pune,,Green,Winter,4.2,No,Next Day Air,No,No,16,PayPal,Annually
10106,60,Female,T-Shirt,Clothing,9794,2025-12-30 06:49:26,Hyderabad,M,Brown,Winter,3.8,No,Standard,No,Yes,5,Debit Card,Weekly
10107,40,Female,Smartphone,Electronics,18260,2024-12-14 05:48:24,Hyderabad,,Gray,Fall,4.6,No,Express,No,No,18,Credit Card,Monthly
10108,44,Female,Jeans,Clothing,9794,2025-01-20 03:59:17,Kolkata,M,Black,Winter,3.8,Yes,Express,No,No,10,Cash,Bi-Weekly
10109,21,Male,Watch,Accessories,18675,2025-05-16 13:46:20,Chennai,,Black,Spring,4.7,Yes,Express,No,No,6,Credit Card,Monthly
10110,22,Male,Jacket,Clothing,3569,2025-06-02 07:46:41,Delhi,S,Black,Spring,4.0,No,Free Shipping,Yes,No,7,Google Pay,Weekly
10111,29,Female,Smartphone,Electronics,33615,2025-09-22 11:47:08,Bengaluru,,Brown,Fall,3.3,No,Next Day Air,Yes,No,10,Credit Card,Bi-Weekly
10112,32,Female,Laptop,Electronics,63910,2024-07-18 18:25:41,Mumbai,,Green,Spring,3.5,No,Standard,No,No,7,Debit Card,Bi-Weekly
10113,50,Female,Smartphone,Electronics,107568,2025-03-10 06:07:10,Hyderabad,,White,Spring,4.5,No,Express,No,No,6,Credit Card,Weekly
10114,43,Female,Watch,Accessories,17015,2025-07-06 10:26:36,Hyderabad,,Blue,Fall,3.9,No,Next Day Air,No,Yes,12,Debit Card,Monthly
10115,24,Male,Boots,Footwear,13280,2025-10-02 03:08:56,Chennai,,Red,Fall,4.8,Yes,Express,Yes,No,16,Debit Card,Monthly
10116,41,Male,Boots,Footwear,11288,2024-03-21 17:07:41,Jaipur,,Red,Winter,3.1,No,Standard,Yes,No,7,Credit Card,Monthly
10117,37,Male,Headphones,Electronics,118524,2025-02-08 07:16:22,Delhi,,Blue,Winter,4.0,No,Express,No,No,6,Credit Card,Quarterly
10118,58,Male,Jacket,Clothing,9130,2025-10-08 01:16:18,Kolkata,M,Gray,Fall,4.0,No,Free Shipping,No,Yes,16,PayPal,Monthly
10119,42,Male,Headphones,Electronics,106904,2024-04-27 14:42:17,Jaipur,,Red,Fall,3.7,No,Standard,No,Yes,8,Cash,Weekly
10120,37,Female,Jacket,Clothing,7802,2025-01-22 08:00:57,Kolkata,S,White,Winter,3.6,No,Standard,Yes,No,13,Credit Card,Monthly
10121,34,Male,Jacket,Clothing,8798,2025-06-13 13:41:19,Kolkata,S,Red,Winter,3.9,Yes,Standard,Yes,No,8,Credit Card,Bi-Weekly
10122,44,Female,Smartphone,Electronics,23572,2025-04-19 15:46:43,Delhi,,Green,Summer,5.0,Yes,Standard,No,Yes,8,Apple Pay,Annually
10123,53,Female,Jacket,Clothing,5810,2024-11-13 18:51:06,Pune,L,Red,Summer,4.1,No,Express,Yes,No,15,PayPal,Quarterly
10124,52,Male,Smartphone,Electronics,38180,2024-11-16 21:12:23,Delhi,,Blue,Winter,3.5,No,Next Day Air,No,No,6,Credit Card,Weekly
10125,65,Male,T-Shirt,Clothing,2490,2024-03-01 23:21:03,Bengaluru,M,Black,Summer,3.8,Yes,Express,No,Yes,12,PayPal,Bi-Weekly
10126,26,Male,Jeans,Clothing,5478,2024-11-09 15:22:24,Kolkata,M,Green,Winter,3.8,Yes,Next Day Air,No,No,11,Credit Card,Monthly
10127,46,Male,Watch,Accessories,18011,2025-11-06 12:36:27,Kolkata,,Blue,Summer,4.6,Yes,Standard,No,No,9,Credit Card,Monthly
10128,34,Male,Jeans,Clothing,9213,2024-12-27 11:51:57,Jaipur,S,Gray,Summer,5.0,No,Standard,No,No,12,Debit Card,Annually
10129,24,Female,Backpack,Accessories,5893,2025-05-21 12:59:29,Mumbai,,Gray,Fall,4.2,No,Standard,No,No,8,Cash,Annually
10130,65,Female,Laptop,Electronics,104165,2025-12-29 13:47:14,Delhi,,Gray,Winter,4.3,Yes,Standard,Yes,No,10,Credit Card,Bi-Weekly
10131,30,Male,Sneakers,Footwear,5395,2024-10-02 05:58:08,Pune,,Black,Spring,3.9,Yes,Standard,Yes,No,10,Credit Card,Quarterly
10132,35,Female,Headphones,Electronics,115868,2025-02-02 22:33:44,Jaipur,,Green,Summer,4.4,No,Next Day Air,Yes,Yes,8,Credit Card,Quarterly
10133,57,Female,Boots,Footwear,8549,2025-04-07 03:15:42,Pune,,Red,Summer,4.0,No,Standard,Yes,Yes,11,Apple Pay,Monthly
10134,51,Male,T-Shirt,Clothing,5727,2024-05-25 07:48:47,Kolkata,S,Blue,Spring,5.0,Yes,Standard,Yes,Yes,10,Debit Card,Monthly
10135,28,Male,Watch,Accessories,23489,2024-06-02 01:19:03,Delhi,,Brown,Spring,3.5,Yes,Standard,No,No,8,Google Pay,Monthly
10136,31,Female,Jeans,Clothing,10209,2025-10-18 06:42:41,Mumbai,S,Gray,Fall,4.4,No,Standard,No,No,9,PayPal,Annually
10137,69,Female,Laptop,Electronics,49136,2024-10-24 04:58:46,Chennai,,Brown,Spring,4.3,No,Standard,No,No,11,Debit Card,Monthly
10138,33,Male,Sneakers,Footwear,5478,2025-01-01 15:13:09,Hyderabad,,White,Winter,4.0,No,Standard,No,No,14,Credit Card,Quarterly
10139,60,Female,Headphones,Electronics,80261,2025-03-29 06:53:04,Pune,,Black,Fall,3.9,No,Free Shipping,No,Yes,6,Debit Card,Weekly
10140,36,Male,T-Shirt,Clothing,4814,2025-12-17 22:37:32,Hyderabad,M,Black,Summer,4.3,Yes,Express,Yes,Yes,12,Credit Card,Bi-Weekly
10141,26,Female,Backpack,Accessories,7138,2025-07-13 19:15:59,Delhi,,Brown,Fall,3.9,No,Standard,No,No,10,Credit Card,Monthly
10142,46,Male,Backpack,Accessories,2656,2024-03-17 02:36:20,Kolkata,,Black,Fall,4.4,No,Free Shipping,No,Yes,8,Cash,Annually
10143,26,Female,Sneakers,Footwear,4399,2024-12-17 11:35:29,Jaipur,,Green,Summer,4.4,No,Standard,Yes,No,18,Credit Card,Monthly
10144,19,Male,Jeans,Clothing,3735,2024-09-24 07:23:47,Delhi,S,Blue,Spring,3.8,Yes,Next Day Air,No,No,12,Debit Card,Bi-Weekly
10145,57,Female,Jeans,Clothing,10043,2024-12-15 04:22:57,Chennai,L,Gray,Fall,4.9,No,Express,Yes,Yes,11,Debit Card,Monthly
10146,24,Female,Watch,Accessories,7968,2024-12-04 02:29:35,Jaipur,,Brown,Winter,4.4,No,Express,Yes,Yes,15,Debit Card,Quarterly
10147,53,Female,Laptop,Electronics,23323,2024-10-05 20:39:49,Jaipur,,Gray,Fall,3.9,No,Express,Yes,No,9,Credit Card,Monthly
10148,38,Male,Boots,Footwear,10458,2024-06-27 00:23:00,Delhi,,Red,Summer,4.0,No,Next Day Air,Yes,No,4,Cash,Monthly
10149,40,Female,Sneakers,Footwear,16102,2024-07-06 16:28:04,Bengaluru,,Black,Summer,4.3,Yes,Standard,No,No,5,Debit Card,Monthly
10150,53,Female,Headphones,Electronics,45650,2025-09-03 01:16:40,Delhi,,Gray,Fall,4.0,Yes,Express,No,No,7,PayPal,Quarterly
10151,48,Male,Smartphone,Electronics,86486,2024-08-28 14:34:04,Hyderabad,,Brown,Spring,3.9,No,Standard,No,No,13,Credit Card,Monthly
10152,45,Female,Smartphone,Electronics,113212,2025-04-09 21:07:12,Hyderabad,,Black,Winter,4.6,No,Standard,No,No,7,Credit Card,Bi-Weekly
10153,33,Female,Backpack,Accessories,3984,2024-10-30 14:38:40,Hyderabad,,Gray,Fall,4.7,Yes,Next Day Air,No,Yes,5,Apple Pay,Monthly
10154,42,Male,Backpack,Accessories,15355,2024-10-13 05:52:31,Jaipur,,Gray,Winter,5.0,No,Free Shipping,Yes,No,6,Cash,Monthly
10155,53,Male,Watch,Accessories,6391,2025-07-21 22:52:40,Chennai,,Brown,Winter,3.8,Yes,Free Shipping,No,No,6,Credit Card,Monthly
10156,26,Female,T-Shirt,Clothing,2075,2025-05-11 02:09:46,Kolkata,S,White,Spring,4.1,No,Free Shipping,No,No,10,Credit Card,Monthly
10157,20,Male,Jeans,Clothing,8632,2025-03-14 13:20:04,Kolkata,XL,Green,Spring,3.5,No,Standard,Yes,Yes,8,Credit Card,Bi-Weekly
10158,27,Male,Laptop,Electronics,107734,2025-07-04 06:54:17,Hyderabad,,Green,Summer,3.7,No,Next Day Air,No,No,12,Apple Pay,Annually
10159,53,Female,Backpack,Accessories,4150,2024-04-09 03:53:49,Chennai,,Gray,Winter,3.9,Yes,Free Shipping,No,Yes,5,PayPal,Monthly
10160,26,Female,Laptop,Electronics,33117,2025-11-30 22:59:07,Delhi,,Black,Fall,5.0,Yes,Standard,No,Yes,15,PayPal,Quarterly
10161,18,Male,Headphones,Electronics,15023,2025-09-25 02:19:36,Kolkata,,Black,Spring,3.7,No,Next Day Air,No,Yes,7,Debit Card,Monthly
10162,18,Male,Watch,Accessories,16766,2025-02-08 21:57:37,Kolkata,,White,Fall,5.0,Yes,Next Day Air,No,No,4,Debit Card,Weekly
